session_number,country,sessions_count,avg_session_duration_sec,avg_session_duration_min
49,AU,195,685.9589743589744,11.432649572649574
49,AW,1,165.0,2.75
49,AZ,34,1167.0294117647059,19.45049019607843
49,BA,3,776.6666666666666,12.944444444444445
49,BB,3,1735.6666666666667,28.92777777777778
49,BD,33,587.3333333333334,9.78888888888889
49,BE,30,627.0,10.45
49,BF,9,699.2222222222222,11.653703703703703
49,BG,25,746.8,12.446666666666665
49,BH,2,428.5,7.141666666666667
49,BJ,3,177.0,2.95
49,BN,4,252.0,4.2
49,BO,27,848.7037037037037,14.145061728395062
49,BR,1149,757.7119234116623,12.628532056861038
49,BS,8,400.875,6.68125
49,BT,1,706.0,11.766666666666667
49,BY,30,416.53333333333336,6.942222222222223
49,CA,296,771.1047297297297,12.851745495495495
49,CD,4,622.0,10.366666666666667
49,CH,16,833.625,13.89375
49,CI,10,764.8,12.746666666666666
49,CL,149,686.7852348993289,11.446420581655481
49,CM,5,121.0,2.0166666666666666
49,CN,52,809.8846153846154,13.498076923076923
49,CO,162,675.6913580246913,11.261522633744855
49,CR,25,653.48,10.891333333333334
49,CV,2,19.0,0.31666666666666665
49,CW,2,247.0,4.116666666666666
49,CY,7,1123.5714285714287,18.726190476190478
49,CZ,49,771.8775510204082,12.864625850340136
49,DE,279,751.584229390681,12.526403823178017
49,DK,6,1045.1666666666667,17.419444444444444
49,DO,49,772.8571428571429,12.880952380952381
49,EC,39,760.8205128205128,12.68034188034188
49,EE,5,435.4,7.256666666666666
49,EG,4,510.0,8.5
49,EH,1,1015.0,16.916666666666668
49,ES,185,584.6756756756756,9.744594594594593
49,ET,2,283.0,4.716666666666667
49,FI,10,399.1,6.651666666666667
49,FJ,3,1732.0,28.866666666666667
49,FM,4,1073.0,17.883333333333333
49,FO,1,70.0,1.1666666666666667
49,FR,295,801.7830508474576,13.363050847457627
49,GA,1,396.0,6.6
49,GB,395,761.1215189873418,12.68535864978903
49,GE,20,581.15,9.685833333333333
49,GF,3,291.0,4.85
49,GG,1,546.0,9.1
49,GH,8,968.625,16.14375
49,GN,2,710.5,11.841666666666667
49,GP,1,1024.0,17.066666666666666
49,GR,41,718.9268292682926,11.98211382113821
49,GT,33,690.6666666666666,11.511111111111111
49,GU,3,1713.0,28.55
49,GY,8,432.125,7.202083333333333
49,HK,31,833.2258064516129,13.887096774193548
49,HN,14,459.7142857142857,7.661904761904762
49,HR,8,598.875,9.98125
49,HT,5,566.4,9.44
49,HU,50,531.16,8.852666666666666
49,ID,374,781.8288770053476,13.03048128342246
49,IE,21,567.4285714285714,9.457142857142857
49,IL,47,601.9574468085107,10.032624113475178
49,IN,2901,621.1178903826267,10.351964839710444
49,IQ,3,44.666666666666664,0.7444444444444444
49,IT,383,769.8328981723238,12.830548302872064
49,JM,9,826.0,13.766666666666667
49,JO,15,922.4666666666667,15.374444444444444
49,JP,2029,895.2212912764909,14.920354854608181
49,KE,5,288.0,4.8
49,KG,13,749.8461538461538,12.497435897435897
49,KN,1,85.0,1.4166666666666667
49,KR,354,768.8135593220339,12.8135593220339
49,KW,16,642.3125,10.705208333333333
49,KZ,81,634.6296296296297,10.577160493827162
49,LA,3,315.3333333333333,5.2555555555555555
49,LB,19,575.8421052631579,9.597368421052632
49,LK,1,1239.0,20.65
49,LT,9,623.8888888888889,10.398148148148149
49,LU,2,1586.0,26.433333333333334
49,LV,2,1617.0,26.95
49,LY,18,814.5555555555555,13.575925925925926
49,MA,16,752.1875,12.536458333333334
49,MD,5,401.8,6.696666666666667
49,ME,3,746.3333333333334,12.43888888888889
49,MG,2,600.5,10.008333333333333
49,MK,7,564.7142857142857,9.411904761904761
49,ML,5,334.8,5.58
49,MM,19,463.3157894736842,7.721929824561403
49,MP,1,260.0,4.333333333333333
49,MQ,5,982.8,16.38
49,MT,2,939.0,15.65
49,MU,7,508.85714285714283,8.480952380952381
49,MX,734,702.208446866485,11.703474114441416
49,MY,60,586.0166666666667,9.766944444444444
49,MZ,4,465.5,7.758333333333334
49,NA,3,1154.6666666666667,19.244444444444447
49,NC,4,455.5,7.591666666666667
49,NE,6,200.16666666666666,3.336111111111111
49,NG,42,1197.7619047619048,19.962698412698412
49,NI,21,600.3809523809524,10.006349206349206
49,NL,35,791.1142857142858,13.185238095238097
49,NO,13,485.0,8.083333333333334
49,NP,10,407.1,6.785
49,NZ,49,922.6530612244898,15.377551020408163
49,OM,6,242.0,4.033333333333333
49,PA,16,491.1875,8.186458333333333
49,PE,162,643.5246913580247,10.725411522633745
49,PF,2,147.0,2.45
49,PH,175,586.1428571428571,9.769047619047619
49,PK,7,667.4285714285714,11.123809523809523
49,PL,77,886.974025974026,14.782900432900432
49,PR,50,709.48,11.824666666666667
49,PS,16,174.375,2.90625
49,PT,16,527.8125,8.796875
49,PY,8,607.125,10.11875
49,QA,8,793.0,13.216666666666667
49,RE,12,936.9166666666666,15.615277777777777
49,RO,57,732.2280701754386,12.203801169590642
49,RS,21,435.2857142857143,7.254761904761905
49,RU,927,795.856526429342,13.264275440489033
49,SA,29,1001.2758620689655,16.68793103448276
49,SC,1,223.0,3.716666666666667
49,SD,3,370.6666666666667,6.177777777777778
49,SE,12,429.9166666666667,7.165277777777778
49,SG,36,766.3611111111111,12.772685185185185
49,SI,12,534.9166666666666,8.915277777777778
49,SK,42,1002.6190476190476,16.71031746031746
49,SL,5,1649.4,27.490000000000002
49,SN,7,587.4285714285714,9.790476190476191
49,SR,1,287.0,4.783333333333333
49,SV,16,868.0625,14.467708333333333
49,SX,1,314.0,5.233333333333333
49,TG,3,188.33333333333334,3.138888888888889
49,TH,93,876.7849462365591,14.613082437275985
49,TJ,23,295.9130434782609,4.931884057971015
49,TM,1,179.0,2.9833333333333334
49,TN,11,521.5454545454545,8.692424242424241
49,TR,129,553.8992248062016,9.231653746770027
49,TT,22,527.0909090909091,8.784848484848485
49,TW,165,904.1090909090909,15.068484848484848
49,TZ,2,1982.0,33.03333333333333
49,UA,85,582.1647058823529,9.702745098039214
49,UG,5,568.0,9.466666666666667
49,US,13237,805.0035506534713,13.416725844224521
49,UY,12,705.0,11.75
49,UZ,46,719.5869565217391,11.993115942028986
49,Unknown,14295,761.4031479538301,12.690052465897168
49,VE,3,133.66666666666666,2.2277777777777774
49,VI,2,212.5,3.5416666666666665
49,VN,81,620.8271604938271,10.347119341563786
49,XK,2,119.0,1.9833333333333334
49,XX,1,932.0,15.533333333333333
49,YE,23,455.1304347826087,7.585507246376811
49,ZA,69,466.3478260869565,7.772463768115942
49,ZM,2,207.5,3.4583333333333335
49,ZW,4,672.5,11.208333333333334
50,AD,2,659.0,10.983333333333333
50,AE,39,1019.1025641025641,16.985042735042736
50,AF,5,281.2,4.6866666666666665
50,AG,3,2222.0,37.03333333333333
50,AL,5,731.2,12.186666666666667
50,AM,6,547.6666666666666,9.127777777777776
50,AO,4,1369.5,22.825
50,AR,329,710.8297872340426,11.847163120567377
50,AS,1,47.0,0.7833333333333333
50,AT,18,590.7777777777778,9.846296296296297
50,AU,189,980.8888888888889,16.348148148148148
50,AW,1,5143.0,85.71666666666667
50,AZ,33,487.3030303030303,8.121717171717172
50,BA,2,696.5,11.608333333333333
50,BB,3,808.0,13.466666666666667
50,BD,30,709.7,11.828333333333335
50,BE,29,591.1379310344828,9.852298850574714
50,BF,9,413.44444444444446,6.890740740740741
50,BG,23,804.4782608695652,13.407971014492754
50,BH,2,155.0,2.5833333333333335
50,BJ,3,769.6666666666666,12.827777777777778
50,BN,4,913.0,15.216666666666667
50,BO,27,537.4074074074074,8.95679012345679
50,BR,1102,697.2041742286751,11.620069570477918
50,BS,8,713.75,11.895833333333334
50,BT,1,1172.0,19.533333333333335
50,BY,29,809.4827586206897,13.491379310344827
50,CA,286,812.8181818181819,13.546969696969699
50,CD,4,658.0,10.966666666666667
50,CH,15,1038.0,17.3
50,CI,10,709.3,11.821666666666665
50,CL,142,726.9718309859155,12.116197183098592
50,CM,4,371.25,6.1875
50,CN,49,1051.857142857143,17.53095238095238
50,CO,153,615.3333333333334,10.255555555555556
50,CR,24,534.375,8.90625
50,CV,2,14.5,0.24166666666666667
50,CW,2,618.5,10.308333333333334
50,CY,7,565.0,9.416666666666666
50,CZ,47,758.4042553191489,12.640070921985815
50,DE,269,748.8066914498141,12.480111524163569
50,DK,5,402.0,6.7
50,DO,45,505.24444444444447,8.420740740740742
50,EC,38,529.8947368421053,8.831578947368422
50,EE,5,822.0,13.7
50,EG,4,376.0,6.266666666666667
50,EH,1,3494.0,58.233333333333334
50,ES,180,720.7277777777778,12.01212962962963
50,ET,2,100.5,1.675
50,FI,9,459.44444444444446,7.657407407407407
50,FJ,3,1097.0,18.283333333333335
50,FM,4,938.5,15.641666666666667
50,FO,1,285.0,4.75
50,FR,289,715.7128027681661,11.928546712802767
50,GA,1,69.0,1.15
50,GB,383,880.556135770235,14.675935596170582
50,GE,20,1203.45,20.0575
50,GF,3,685.6666666666666,11.427777777777777
50,GG,1,1528.0,25.466666666666665
50,GH,8,781.625,13.027083333333334
50,GN,2,191.5,3.191666666666667
50,GP,1,328.0,5.466666666666667
50,GR,41,596.560975609756,9.942682926829267
50,GT,30,457.8333333333333,7.6305555555555555
50,GU,3,889.0,14.816666666666666
50,GY,7,715.1428571428571,11.91904761904762
50,HK,29,533.7586206896551,8.895977011494251
50,HN,14,186.64285714285714,3.1107142857142858
50,HR,7,642.4285714285714,10.707142857142857
50,HT,5,1098.0,18.3
50,HU,47,601.7446808510638,10.029078014184396
50,ID,359,900.866295264624,15.0144382544104
50,IE,21,610.7142857142857,10.178571428571427
50,IL,45,551.7777777777778,9.196296296296298
50,IN,2777,605.6543032048974,10.09423838674829
50,IQ,3,331.6666666666667,5.527777777777778
50,IT,369,713.9864498644987,11.899774164408312
50,JM,8,763.875,12.73125
50,JO,15,1023.9333333333333,17.065555555555555
50,JP,1979,883.2799393633148,14.721332322721913
50,KE,5,914.6,15.243333333333334
50,KG,13,672.0769230769231,11.201282051282051
50,KN,1,44.0,0.7333333333333333
50,KR,345,897.663768115942,14.961062801932368
50,KW,16,728.625,12.14375
50,KZ,76,660.2105263157895,11.003508771929825
50,LA,3,626.0,10.433333333333334
50,LB,19,1047.6842105263158,17.46140350877193
50,LK,1,43.0,0.7166666666666667
50,LT,9,917.6666666666666,15.294444444444444
50,LU,2,598.0,9.966666666666667
50,LV,2,1777.5,29.625
50,LY,17,418.88235294117646,6.981372549019608
50,MA,16,505.9375,8.432291666666666
50,MD,5,421.0,7.016666666666667
50,ME,3,489.3333333333333,8.155555555555555
50,MG,2,4600.5,76.675
50,MK,7,670.0,11.166666666666666
50,ML,4,45.5,0.7583333333333333
50,MM,17,604.1764705882352,10.069607843137254
50,MP,1,1001.0,16.683333333333334
50,MQ,5,688.6,11.476666666666667
50,MT,2,342.0,5.7
50,MU,7,569.0,9.483333333333333
50,MX,704,713.9928977272727,11.89988162878788
50,MY,58,777.3965517241379,12.956609195402299
50,MZ,4,203.25,3.3875
50,NA,3,567.0,9.45
50,NC,3,383.3333333333333,6.388888888888888
50,NE,6,296.3333333333333,4.938888888888888
50,NG,38,791.6052631578947,13.193421052631578
50,NI,20,511.65,8.5275
50,NL,34,958.5,15.975
50,NO,13,411.38461538461536,6.856410256410256
50,NP,8,687.25,11.454166666666667
50,NZ,46,900.5652173913044,15.009420289855074
50,OM,6,351.0,5.85
50,PA,13,1032.8461538461538,17.214102564102564
50,PE,153,570.3660130718954,9.506100217864923
50,PF,2,350.5,5.841666666666667
50,PH,164,794.9756097560976,13.24959349593496
50,PK,7,439.85714285714283,7.330952380952381
50,PL,76,751.171052631579,12.51951754385965
50,PR,49,801.1428571428571,13.352380952380951
50,PS,16,362.25,6.0375
50,PT,15,418.2,6.97
50,PY,8,465.0,7.75
50,QA,8,951.375,15.85625
50,RE,11,1275.7272727272727,21.26212121212121
50,RO,56,603.7142857142857,10.061904761904762
50,RS,21,923.9047619047619,15.398412698412699
50,RU,894,746.9798657718121,12.449664429530202
50,SA,28,1010.25,16.8375
50,SC,1,65.0,1.0833333333333333
50,SD,3,266.3333333333333,4.438888888888888
50,SE,12,480.0,8.0
50,SG,36,765.8888888888889,12.764814814814816
50,SI,11,607.2727272727273,10.121212121212121
50,SK,40,767.4,12.79
50,SL,4,706.0,11.766666666666667
50,SN,7,252.57142857142858,4.20952380952381
50,SR,1,1035.0,17.25
50,SV,16,833.125,13.885416666666666
50,SX,1,733.0,12.216666666666667
50,TG,3,518.6666666666666,8.644444444444444
50,TH,93,786.6881720430108,13.11146953405018
50,TJ,22,406.04545454545456,6.767424242424243
50,TM,1,313.0,5.216666666666667
50,TN,10,299.3,4.988333333333333
50,TR,123,608.569105691057,10.142818428184283
50,TT,19,847.0526315789474,14.117543859649123
50,TW,162,942.4938271604939,15.708230452674899
50,TZ,2,591.0,9.85
50,UA,84,599.9285714285714,9.998809523809523
50,UG,5,392.6,6.543333333333334
50,US,12873,812.9667521168337,13.549445868613896
50,UY,12,561.9166666666666,9.365277777777777
50,UZ,45,662.3777777777777,11.039629629629628
50,Unknown,13862,752.6102294041264,12.543503823402107
50,VE,2,2725.5,45.425
50,VI,2,407.5,6.791666666666667
50,VN,79,555.1392405063291,9.252320675105485
50,XK,2,88.5,1.475
50,XX,1,226.0,3.7666666666666666
50,YE,23,411.60869565217394,6.860144927536232
50,ZA,66,639.7272727272727,10.662121212121212
50,ZM,2,209.5,3.4916666666666667
50,ZW,4,568.25,9.470833333333333
51,AD,2,112.5,1.875
51,AE,37,428.7837837837838,7.146396396396397
51,AF,4,654.25,10.904166666666667
51,AG,3,1585.6666666666667,26.42777777777778
51,AL,5,440.6,7.343333333333334
51,AM,5,619.2,10.32
51,AO,4,632.75,10.545833333333333
51,AR,316,626.0917721518987,10.43486286919831
51,AS,1,931.0,15.516666666666667
51,AT,18,865.2777777777778,14.421296296296298
51,AU,181,850.3591160220994,14.172651933701657
51,AW,1,135.0,2.25
51,AZ,31,892.258064516129,14.870967741935484
51,BA,2,410.5,6.841666666666667
51,BB,3,849.6666666666666,14.16111111111111
51,BD,28,503.32142857142856,8.388690476190476
51,BE,27,719.2222222222222,11.987037037037036
51,BF,9,270.3333333333333,4.5055555555555555
51,BG,22,833.1818181818181,13.886363636363635
51,BH,2,137.5,2.2916666666666665
51,BJ,3,1024.6666666666667,17.07777777777778
51,BN,4,593.5,9.891666666666667
51,BO,26,515.6923076923077,8.594871794871796
51,BR,1068,704.1338951310861,11.735564918851434
51,BS,8,264.625,4.410416666666666
51,BT,1,152.0,2.533333333333333
51,BY,29,720.4827586206897,12.008045977011495
51,CA,282,804.6347517730496,13.410579196217494
51,CD,4,438.75,7.3125
51,CH,14,372.42857142857144,6.207142857142857
51,CI,10,810.7,13.511666666666667
51,CL,132,717.9621212121212,11.966035353535354
51,CM,4,291.25,4.854166666666667
51,CN,48,874.6458333333334,14.577430555555557
51,CO,145,533.2275862068966,8.88712643678161
51,CR,24,699.8333333333334,11.66388888888889
51,CV,2,93.0,1.55
51,CW,2,423.5,7.058333333333334
51,CY,7,667.7142857142857,11.128571428571428
51,CZ,46,840.1304347826087,14.00217391304348
51,DE,260,756.9769230769231,12.61628205128205
51,DK,5,261.2,4.3533333333333335
51,DO,44,604.6818181818181,10.078030303030301
51,EC,37,663.0,11.05
51,EE,5,617.8,10.296666666666665
51,EG,4,939.5,15.658333333333333
51,EH,1,2807.0,46.78333333333333
51,ES,179,799.5977653631285,13.326629422718808
51,ET,2,485.5,8.091666666666667
51,FI,9,720.2222222222222,12.003703703703703
51,FJ,2,894.5,14.908333333333333
51,FM,4,774.75,12.9125
51,FO,1,425.0,7.083333333333333
51,FR,280,739.4428571428572,12.32404761904762
51,GA,1,305.0,5.083333333333333
51,GB,372,755.3360215053764,12.588933691756273
51,GE,20,989.6,16.493333333333332
51,GF,3,468.6666666666667,7.811111111111112
51,GG,1,596.0,9.933333333333334
51,GH,7,413.42857142857144,6.890476190476191
51,GN,2,727.5,12.125
51,GR,40,858.05,14.300833333333333
51,GT,28,487.0357142857143,8.117261904761905
51,GU,3,511.0,8.516666666666667
51,GY,7,755.5714285714286,12.592857142857143
51,HK,27,518.7777777777778,8.646296296296297
51,HN,14,543.0714285714286,9.051190476190476
51,HR,7,204.28571428571428,3.4047619047619047
51,HT,5,420.8,7.013333333333334
51,HU,47,590.2127659574468,9.836879432624112
51,ID,348,870.0172413793103,14.50028735632184
51,IE,21,721.0,12.016666666666667
51,IL,43,540.046511627907,9.00077519379845
51,IN,2669,583.9142000749345,9.73190333458224
51,IQ,3,588.6666666666666,9.81111111111111
51,IT,363,749.5454545454545,12.492424242424242
51,JM,8,279.25,4.654166666666667
51,JO,15,712.0,11.866666666666667
51,JP,1937,856.4522457408364,14.274204095680606
51,KE,5,301.2,5.02
51,KG,13,643.4615384615385,10.724358974358974
51,KN,1,122.0,2.033333333333333
51,KR,337,906.1127596439169,15.101879327398615
51,KW,16,745.1875,12.419791666666667
51,KZ,74,638.6216216216217,10.643693693693695
51,LA,3,527.3333333333334,8.78888888888889
51,LB,17,890.5294117647059,14.842156862745098
51,LK,1,177.0,2.95
51,LT,7,772.1428571428571,12.869047619047619
51,LU,2,235.5,3.925
51,LV,2,1016.5,16.941666666666666
51,LY,16,298.625,4.977083333333334
51,MA,16,772.6875,12.878125
51,MD,4,997.5,16.625
51,ME,3,1150.6666666666667,19.17777777777778
51,MG,2,1144.0,19.066666666666666
51,MK,7,458.85714285714283,7.647619047619047
51,ML,4,312.0,5.2
51,MM,16,387.0,6.45
51,MP,1,154.0,2.566666666666667
51,MQ,5,1949.6,32.49333333333333
51,MT,2,443.0,7.383333333333334
51,MU,7,413.2857142857143,6.888095238095238
51,MX,678,661.9144542772862,11.031907571288103
51,MY,56,734.2142857142857,12.23690476190476
51,MZ,4,778.25,12.970833333333333
51,NA,3,1367.6666666666667,22.794444444444444
51,NC,3,252.0,4.2
51,NE,5,1633.0,27.216666666666665
51,NG,36,894.3611111111111,14.906018518518518
51,NI,20,393.35,6.555833333333334
51,NL,33,859.5151515151515,14.325252525252525
51,NO,12,448.25,7.470833333333333
51,NP,8,300.625,5.010416666666667
51,NZ,45,1092.7555555555555,18.212592592592593
51,OM,6,685.0,11.416666666666666
51,PA,13,624.6923076923077,10.411538461538463
51,PE,142,676.8098591549295,11.280164319248826
51,PF,2,519.5,8.658333333333333
51,PH,158,659.8037974683544,10.996729957805908
51,PK,7,1188.0,19.8
51,PL,73,807.6712328767123,13.461187214611872
51,PR,45,641.3333333333334,10.68888888888889
51,PS,16,611.4375,10.190625
51,PT,15,463.93333333333334,7.732222222222222
51,PY,7,538.5714285714286,8.976190476190476
51,QA,8,606.375,10.10625
51,RE,11,1679.5454545454545,27.992424242424242
51,RO,53,863.0,14.383333333333333
51,RS,21,797.4761904761905,13.291269841269841
51,RU,866,798.3591224018476,13.305985373364127
51,SA,26,765.2692307692307,12.754487179487178
51,SC,1,1272.0,21.2
51,SD,3,370.6666666666667,6.177777777777778
51,SE,12,757.0,12.616666666666667
51,SG,34,601.7941176470588,10.029901960784313
51,SI,10,793.9,13.231666666666666
51,SK,40,766.65,12.7775
51,SL,4,1241.75,20.695833333333333
51,SN,6,1009.3333333333334,16.822222222222223
51,SR,1,19.0,0.31666666666666665
51,SV,16,957.75,15.9625
51,SX,1,842.0,14.033333333333333
51,TG,3,175.0,2.9166666666666665
51,TH,92,721.445652173913,12.02409420289855
51,TJ,22,444.3636363636364,7.406060606060606
51,TM,1,335.0,5.583333333333333
51,TN,10,252.6,4.21
51,TR,113,623.1681415929204,10.38613569321534
51,TT,17,1088.235294117647,18.137254901960784
51,TW,161,757.6273291925465,12.62712215320911
51,TZ,2,145.0,2.4166666666666665
51,UA,82,841.0,14.016666666666667
51,UG,4,641.0,10.683333333333334
51,US,12532,824.0964730290457,13.73494121715076
51,UY,12,707.25,11.7875
51,UZ,42,733.5,12.225
51,Unknown,13424,752.7730929678188,12.546218216130313
51,VE,1,2987.0,49.78333333333333
51,VI,2,72.5,1.2083333333333333
51,VN,70,622.0857142857143,10.368095238095238
51,XK,1,196.0,3.2666666666666666
51,YE,21,223.1904761904762,3.71984126984127
51,ZA,62,459.7741935483871,7.662903225806451
51,ZM,2,67.0,1.1166666666666667
51,ZW,2,1142.0,19.033333333333335
52,AD,2,563.0,9.383333333333333
52,AE,35,808.3142857142857,13.471904761904762
52,AF,4,295.5,4.925
52,AG,3,1580.0,26.333333333333332
52,AL,5,931.2,15.520000000000001
52,AM,5,1075.6,17.926666666666666
52,AO,3,342.0,5.7
52,AR,308,701.25,11.6875
52,AS,1,49.0,0.8166666666666667
52,AT,18,666.5,11.108333333333333
52,AU,177,843.4689265536723,14.057815442561205
52,AW,1,1051.0,17.516666666666666
52,AZ,31,707.6129032258065,11.793548387096774
52,BA,2,121.0,2.0166666666666666
52,BB,3,1101.0,18.35
52,BD,28,626.7142857142857,10.445238095238095
52,BE,27,681.2962962962963,11.354938271604938
52,BF,8,652.5,10.875
52,BG,20,760.8,12.68
52,BH,2,489.5,8.158333333333333
52,BJ,3,537.0,8.95
52,BN,4,992.75,16.545833333333334
52,BO,22,485.95454545454544,8.099242424242425
52,BR,1030,764.3407766990291,12.739012944983818
52,BS,8,749.0,12.483333333333333
52,BT,1,250.0,4.166666666666667
52,BY,28,665.8571428571429,11.097619047619048
52,CA,272,779.6176470588235,12.993627450980393
52,CD,4,720.25,12.004166666666666
52,CH,13,500.0769230769231,8.334615384615384
52,CI,9,811.0,13.516666666666667
52,CL,124,688.6370967741935,11.477284946236558
52,CM,3,140.33333333333334,2.338888888888889
52,CN,48,1039.9791666666667,17.33298611111111
52,CO,138,646.7173913043479,10.778623188405797
52,CR,24,600.5,10.008333333333333
52,CV,2,276.0,4.6
52,CW,2,207.0,3.45
52,CY,7,559.5714285714286,9.326190476190476
52,CZ,46,794.7391304347826,13.245652173913044
52,DE,254,733.1417322834645,12.219028871391076
52,DK,5,418.4,6.973333333333333
52,DO,42,428.8333333333333,7.147222222222222
52,EC,36,944.0833333333334,15.734722222222222
52,EE,5,554.8,9.246666666666666
52,EG,4,502.5,8.375
52,EH,1,2061.0,34.35
52,ES,177,644.45197740113,10.740866290018833
52,ET,2,307.5,5.125
52,FI,9,421.55555555555554,7.025925925925926
52,FJ,2,313.5,5.225
52,FM,4,373.0,6.216666666666667
52,FO,1,425.0,7.083333333333333
52,FR,271,874.0,14.566666666666666
52,GA,1,74.0,1.2333333333333334
52,GB,362,903.7403314917127,15.062338858195211
52,GE,20,720.55,12.009166666666665
52,GF,3,834.3333333333334,13.905555555555557
52,GG,1,10.0,0.16666666666666666
52,GH,7,750.4285714285714,12.507142857142858
52,GN,2,467.0,7.783333333333333
52,GR,39,1481.2564102564102,24.687606837606836
52,GT,24,407.75,6.795833333333333
52,GU,3,551.3333333333334,9.18888888888889
52,GY,7,680.1428571428571,11.335714285714285
52,HK,27,872.7037037037037,14.545061728395062
52,HN,13,693.4615384615385,11.557692307692308
52,HR,7,668.2857142857143,11.13809523809524
52,HT,5,706.8,11.78
52,HU,43,631.6976744186046,10.52829457364341
52,ID,337,715.5875370919881,11.926458951533135
52,IE,21,1018.047619047619,16.96746031746032
52,IL,42,593.0952380952381,9.884920634920634
52,IN,2536,594.9400630914827,9.915667718191377
52,IQ,2,237.0,3.95
52,IT,356,719.5533707865169,11.992556179775281
52,JM,8,303.25,5.054166666666666
52,JO,15,788.2,13.136666666666667
52,JP,1897,888.276225619399,14.804603760323317
52,KE,5,651.0,10.85
52,KG,13,666.9230769230769,11.115384615384615
52,KN,1,445.0,7.416666666666667
52,KR,331,864.0513595166163,14.400855991943606
52,KW,16,907.75,15.129166666666666
52,KZ,71,744.0140845070423,12.400234741784038
52,LA,3,1034.3333333333333,17.238888888888887
52,LB,17,662.1764705882352,11.03627450980392
52,LT,7,1592.5714285714287,26.542857142857144
52,LU,2,283.0,4.716666666666667
52,LV,2,1105.5,18.425
52,LY,14,616.5714285714286,10.276190476190475
52,MA,15,623.8,10.396666666666667
52,MD,4,556.25,9.270833333333334
52,ME,3,888.6666666666666,14.81111111111111
52,MG,2,80.0,1.3333333333333333
52,MK,7,558.1428571428571,9.302380952380952
52,ML,4,187.0,3.1166666666666667
52,MM,16,538.0,8.966666666666667
52,MP,1,590.0,9.833333333333334
52,MQ,5,565.4,9.423333333333334
52,MT,2,994.0,16.566666666666666
52,MU,7,535.4285714285714,8.923809523809524
52,MX,642,684.4190031152648,11.406983385254414
52,MY,56,832.1785714285714,13.869642857142857
52,MZ,4,581.0,9.683333333333334
52,NA,3,1756.0,29.266666666666666
52,NC,3,711.6666666666666,11.86111111111111
52,NE,5,973.0,16.216666666666665
52,NG,34,1141.4705882352941,19.024509803921568
52,NI,17,418.94117647058823,6.982352941176471
52,NL,33,746.5757575757576,12.442929292929295
52,NO,12,432.8333333333333,7.213888888888889
52,NP,8,1514.5,25.241666666666667
52,NZ,44,691.7045454545455,11.528409090909092
52,OM,4,434.75,7.245833333333334
52,PA,12,672.1666666666666,11.202777777777778
52,PE,138,605.1449275362319,10.08574879227053
52,PF,2,514.5,8.575
52,PH,154,651.012987012987,10.850216450216449
52,PK,7,647.5714285714286,10.792857142857143
52,PL,70,611.8142857142857,10.196904761904761
52,PR,44,551.8636363636364,9.197727272727272
52,PS,16,548.0625,9.134375
52,PT,14,684.7857142857143,11.41309523809524
52,PY,7,581.8571428571429,9.697619047619048
52,QA,8,943.5,15.725
52,RE,10,947.5,15.791666666666666
52,RO,49,687.5714285714286,11.459523809523809
52,RS,21,873.5714285714286,14.559523809523808
52,RU,835,814.8910179640718,13.581516966067863
52,SA,26,607.0,10.116666666666667
52,SD,3,982.0,16.366666666666667
52,SE,12,624.4166666666666,10.406944444444443
52,SG,34,548.4117647058823,9.140196078431371
52,SI,10,676.3,11.271666666666667
52,SK,40,730.725,12.17875
52,SL,4,1435.0,23.916666666666668
52,SN,6,424.0,7.066666666666666
52,SR,1,104.0,1.7333333333333334
52,SV,16,696.0,11.6
52,SX,1,1980.0,33.0
52,TG,3,299.6666666666667,4.9944444444444445
52,TH,91,738.3186813186813,12.305311355311355
52,TJ,19,297.3157894736842,4.955263157894737
52,TM,1,1636.0,27.266666666666666
52,TN,10,474.4,7.906666666666666
52,TR,109,577.2110091743119,9.620183486238533
52,TT,17,709.0588235294117,11.817647058823528
52,TW,158,819.1455696202531,13.652426160337551
52,TZ,1,785.0,13.083333333333334
52,UA,79,928.6582278481013,15.47763713080169
52,UG,4,704.5,11.741666666666667
52,US,12208,792.5374344692005,13.208957241153342
52,UY,12,399.8333333333333,6.663888888888889
52,UZ,41,819.3658536585366,13.65609756097561
52,Unknown,12992,763.3158866995074,12.721931444991789
52,VE,1,595.0,9.916666666666666
52,VI,2,212.5,3.5416666666666665
52,VN,70,721.9,12.031666666666666
52,XK,1,30.0,0.5
52,YE,20,1571.8,26.196666666666665
52,ZA,59,449.10169491525426,7.485028248587571
52,ZM,2,653.5,10.891666666666667
52,ZW,2,160.0,2.6666666666666665
53,AD,1,70.0,1.1666666666666667
53,AE,34,573.8235294117648,9.563725490196079
53,AF,4,1376.5,22.941666666666666
53,AG,3,504.3333333333333,8.405555555555555
53,AL,5,672.6,11.21
53,AM,5,396.8,6.613333333333333
53,AO,3,234.0,3.9
53,AR,295,772.0237288135593,12.867062146892655
53,AS,1,61.0,1.0166666666666666
53,AT,18,703.0,11.716666666666667
53,AU,173,767.3179190751445,12.788631984585741
53,AW,1,305.0,5.083333333333333
53,AZ,31,653.3548387096774,10.889247311827956
53,BA,2,198.0,3.3
53,BB,3,405.3333333333333,6.7555555555555555
53,BD,25,560.32,9.338666666666667
53,BE,27,775.8148148148148,12.930246913580246
53,BF,8,1154.75,19.245833333333334
53,BG,20,845.6,14.093333333333334
